,reaction,correct_reaction,test_reaction,transformation_score,whole_mol_score
0,0.0,52.0,59.0,0.0,0.08105388920329498
1,0.0,52.0,23.0,0.0,0.16789380699995227
2,0.0,52.0,58.0,0.057971014492753624,0.22793650793650794
3,0.0,52.0,13.0,0.3404255319148936,0.21449108683151236
4,0.0,52.0,80.0,0.0975609756097561,0.08981619473422753
5,0.0,52.0,98.0,0.02702702702702703,0.05074481074481074
6,0.0,52.0,62.0,0.0,0.13019293057315873
7,0.0,52.0,84.0,0.0926654740608229,0.2857788410419989
8,0.0,52.0,55.0,0.058823529411764705,0.14548260381593714
9,0.0,52.0,75.0,0.12244897959183673,0.08283559166019039
10,0.0,52.0,57.0,0.12727272727272726,0.11114257206806352
11,0.0,52.0,16.0,0.03333333333333333,0.08575128998968008
12,0.0,52.0,53.0,0.0,0.21538719409989943
13,0.0,52.0,77.0,0.0,0.21538719409989943
14,0.0,52.0,39.0,0.0,0.17515810642745627
15,0.0,52.0,99.0,0.10256410256410256,0.2884848484848485
16,0.0,52.0,17.0,0.05128205128205128,0.14870287028702872
17,0.0,52.0,28.0,0.11023622047244094,0.21343211682241525
18,0.0,52.0,31.0,0.0,0.1302003410059676
19,0.0,52.0,88.0,0.05,0.19144135649686883
20,0.0,52.0,78.0,0.07547169811320754,0.06470108865181858
21,0.0,52.0,38.0,0.1111111111111111,0.08113529998045557
22,0.0,52.0,15.0,0.0,0.07232180498603856
23,0.0,52.0,34.0,0.0,0.08972346492949271
24,0.0,52.0,86.0,0.0,0.08972346492949271
25,0.0,52.0,67.0,0.14285714285714285,0.11993424479945215
26,0.0,52.0,87.0,0.21052631578947367,0.1417463767542158
27,0.0,52.0,50.0,0.20144168390692566,0.12534714289136883
28,0.0,52.0,37.0,0.0,0.24427492223374314
29,0.0,52.0,11.0,0.3448275862068966,0.5934858792001649
30,0.0,52.0,68.0,0.0,0.18912936276199988
31,0.0,52.0,65.0,0.1509433962264151,0.13318058563005303
32,0.0,52.0,47.0,0.34146341463414637,0.19081487502540134
33,0.0,52.0,97.0,0.07692307692307693,0.06083045076090954
34,0.0,52.0,3.0,0.1509433962264151,0.09783214265655649
35,0.0,52.0,64.0,0.14516129032258066,0.15386404771142126
36,0.0,52.0,40.0,0.0,0.24192237350132087
37,0.0,52.0,82.0,0.0625,0.21303126097646646
38,0.0,52.0,83.0,0.10526315789473684,0.36507533434907735
39,0.0,52.0,73.0,0.11267605633802817,0.33432540528834026
40,0.0,52.0,52.0,0.18,0.62109375
41,0.0,52.0,36.0,0.16216216216216217,0.4346967846967847
42,0.0,52.0,4.0,0.2731707317073171,0.34776255707762554
43,0.0,52.0,43.0,0.0425531914893617,0.4455394190871369
44,0.0,52.0,96.0,0.3913043478260869,0.41355855855855855
45,0.0,52.0,51.0,0.07547169811320754,0.27416509847661247
46,0.0,52.0,10.0,0.6891891891891893,0.36298798798798804
47,0.0,52.0,32.0,0.017857142857142856,0.0535990149742272
48,0.0,52.0,12.0,0.05714285714285714,0.16939529856982052
49,0.0,52.0,35.0,0.6666666666666666,0.5
50,0.0,52.0,54.0,0.044444444444444446,0.11616161616161616
51,0.0,52.0,8.0,0.14705882352941177,0.1268113760256734
52,0.0,52.0,19.0,0.1509433962264151,0.0847974764489363
53,0.0,52.0,18.0,0.07547169811320754,0.054847485048214975
54,0.0,52.0,69.0,0.12121212121212122,0.1454093388112056
55,0.0,52.0,94.0,0.07547169811320754,0.05517690945042364
56,1.0,62.0,59.0,0.0,0.08148578265765766
57,1.0,62.0,23.0,1.0,0.7326053892231603
58,1.0,62.0,58.0,0.025974025974025976,0.1251700680272109
59,1.0,62.0,13.0,0.029411764705882353,0.08669059965430129
60,1.0,62.0,80.0,0.06451612903225806,0.23322218693765215
61,1.0,62.0,98.0,0.1506849315068493,0.20890914982465494
62,1.0,62.0,62.0,1.0,0.8633928571428571
63,1.0,62.0,84.0,0.046875,0.11112341348576468
64,1.0,62.0,55.0,0.03636363636363636,0.15059123653259399
65,1.0,62.0,75.0,0.03278688524590164,0.25991452783907043
66,1.0,62.0,57.0,0.3053435114503817,0.8928571428571428
67,1.0,62.0,16.0,0.22739018087855295,0.32257599494942885
68,1.0,62.0,53.0,0.6415094339622641,0.5740149935425588
69,1.0,62.0,77.0,0.6415094339622641,0.5740149935425588
